LINCS_ID	CL_Name	Cell_Category	Center	Assay	Organ	Disease	StudyArea
LCL-1705	RT112/84	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1765	LB1047-RCC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-2160	SW948	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-2021	Jiyoye	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1774	Caki-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal clear cell carcinoma	Imaging
LCL-1791	HuP-T4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreatic carcinoma	Imaging
LCL-1842	NCIH1836;NCI-H1836	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Transcriptomics;Imaging
LCL-1600	A-427	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1912	NCI-H1404	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung papillary adenocarcinoma	Imaging
LCL-1490	SW684	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	miscellaneous	adult fibrosarcoma	Imaging
LCL-1947	JM1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	B-cell lymphocytic neoplasm	Imaging
LCL-2028	BL-41	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	pediatric lymphoma	Imaging
LCL-1112	EM-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1236	1205Lu	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1882	HGC-27	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1686	8505C	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1692	K5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	follicular thyroid carcinoma	Imaging
LCL-2049	RPMI-8226	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1355	LNZTA3WT11	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1809	Lu-135	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1875	H69V	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1727	PL45	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1545	BOKU	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical squamous cell carcinoma	Imaging
LCL-1660	NCI-H1395	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1754	QGP-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	somatostatinoma	Imaging
LCL-1113	RPMI-8866	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1241	COLO 857	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1156	C170	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1507	ESS-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	endometrial stromal sarcoma	Imaging
LCL-1994	SJNB-17	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1360	U-373MG Uppsala	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1724	KP-3L	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-2151	HEC108	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	endometrium		Transcriptomics
LCL-1848	NCI-H2106	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2043	KMS-12-BM	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	myeloma	Imaging
LCL-1448	EW-13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1341	SNU-C2B	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	cecum adenocarcinoma	Imaging
LCL-1605	HCC366	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1918	SU-DHL-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	pediatric lymphoma	Imaging
LCL-2013	RPMI-6666	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system		Imaging
LCL-1137	SU-DHL-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1159	COLO 206F	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1969	SK-N-AS	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1914	CCRF-HSB-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1091	MLMA	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1508	SK-UT-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	uterine cancer	Imaging
LCL-1629	NCI-H647	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1803	RKN	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary leiomyosarcoma	Imaging
LCL-1700	TYK-nu;TYKNU	Cell Line	CMT_MGH;BroadT_LINCS;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	ovary	ovarian carcinoma;carcinoma| undifferentiated	Imaging;Transcriptomics
LCL-1852	NCI-H220	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1858	NCI-H526	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2091	K2	Cell Line	HMS_LINCS;HMS_LINCS	Fluorescence imaging apoptosis assay;RPPA protein state assay	skin	malignant melanoma	Imaging;Proteomics
LCL-2058	NCI-H1304	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1270	CP50-MEL-B	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1801	KG-1-C	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	mixed glioma	Imaging
LCL-1987	LA-N-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1879	SBC-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung oat cell carcinoma	Imaging
LCL-1682	ASH-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1108	Ku812F	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1109	LAMA-84	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1395	LN-405	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	astrocytoma	Imaging
LCL-1991	SJNB-13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1080	KO52	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1282	SK-MEL-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1451	EW-24	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1736	HPAF-II	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1761	A-498	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1676	SW13	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	adrenal gland	adrenal cortical adenocarcinoma	Imaging
LCL-1698	OAW28	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian carcinoma	Imaging
LCL-1895	GT3TKB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	gastric adenocarcinoma	Imaging
LCL-1177	HCC-56	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1352	GMS-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1015	Karpas-45	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1514	SiSo	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical adenocarcinoma	Imaging
LCL-1822	SCLC-21H	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1024	TALL-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1518	A2780	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	carcinoma	Imaging
LCL-1806	ES-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian clear cell adenocarcinoma	Imaging
LCL-1426	KHOS-240S	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-2064	T47D-KBluc	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1427	KHOS-312H	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	osteosarcoma	Imaging
LCL-1631	Calu-3	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	lung	lung adenocarcinoma	Imaging
LCL-1697	OVCAR-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovarian carcinoma	Imaging
LCL-1548	KYSE-150	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	esophagus	esophageal squamous cell carcinoma	Imaging
LCL-2130	HMEC122L	Cell Line	MEP_LINCS	MEMA cell growth assay	breast		Imaging
LCL-1373	D-392MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1707	LB831-BLC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary tract	bladder carcinoma	Imaging
LCL-1821	SBC-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1181	LoVo	Cell Line	CMT_MGH;BroadT_LINCS	Fluorescence imaging cell growth inhibition assay;L1000 mRNA profiling assay	intestine	colon carcinoma;colorectal adenocarcinoma	Imaging;Transcriptomics
LCL-2148	NCIH508	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-1861	NCI-H748	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1090	MEC-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood		Imaging
LCL-1589	LUDLU-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung squamous cell carcinoma	Imaging
LCL-1745	PaTu 8988s	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1162	HT115	Cell Line	BroadT_LINCS;CMT_MGH	L1000 mRNA profiling assay;Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Transcriptomics;Imaging
LCL-1165	OUMS-23	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1438	TC-71	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-1110	MEG-01	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	chronic myeloid leukemia	Imaging
LCL-1644	NCI-H1792	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1525	OVKATE	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1970	SK-N-DZ	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1035	CEM/C2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1189	COLO 320HSR	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon adenocarcinoma	Imaging
LCL-2073	600MPE	Cell Line	HMS_LINCS	Fluorescence imaging cell count assay	breast		Imaging
LCL-1690	TT	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	thyroid carcinoma	Imaging
LCL-1289	HRT-18	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1346	SNB-75	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay	brain	glioblastoma	Imaging
LCL-2057	NC-37	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1305	ME-180	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervix carcinoma	Imaging
LCL-1399	SW1783	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	astrocytoma	Imaging
LCL-1627	NCI-H2126	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1797	OE33	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus adenocarcinoma	Imaging
LCL-1291	SW1463	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	rectum adenocarcinoma	Imaging
LCL-1169	WiDr	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	intestine	colon adenocarcinoma	Imaging
LCL-1652	NCI-H2228	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1455	RD-ES	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	bone Ewings sarcoma	Imaging
LCL-2034	A-253	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	submandibular gland cancer	Imaging
LCL-1183	LS180	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma;colon adenocarcinoma	Imaging
LCL-1731	BxPC-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1977	NB-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1751	G-402	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	smooth muscle cancer	Imaging
LCL-1850	NCI-H2141	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1119	DB	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-2133	HT29.311	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	large intestine		Transcriptomics
LCL-2156	MCH58	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	skin		Transcriptomics
LCL-1349	DBTRG-05MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1995	SJNB-5	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1622	NCI-H522	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	adenocarcinoma	Imaging
LCL-2150	COV644	Cell Line	BroadT_LINCS	L1000 mRNA profiling assay	ovary		Transcriptomics
LCL-1520	Caov-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1116	DERL-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1904	Lu-65	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung giant cell carcinoma	Imaging
LCL-1555	KYSE-510	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-1779	COR-L23/CPR	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung large cell carcinoma	Imaging
LCL-1386	Onda 10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1444	ES7	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	bone	bone Ewings sarcoma	Imaging
LCL-2020	GA-10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-2099	HeLa ICRP FLIP-L-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging apoptosis assay	cervix	cervical adenocarcinoma	Imaging
LCL-1356	M059J	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1522	OVCAR-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	ovary	ovary adenocarcinoma	Imaging
LCL-1757	CAL-54	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1012	CCRF-CEM	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1792	YAPC	Cell Line	BroadT_LINCS;PCCSE;CMT_MGH;MEP_LINCS	L1000 mRNA profiling assay;Global chromatin epigenetic profiling assay;P100 phosphoprotein quantification assay;Fluorescence imaging cell growth inhibition assay;MEMA cell growth assay	pancreas	pancreatic carcinoma;pancreas_adenocarcinoma	Transcriptomics;Proteomics;Epigenomics;Imaging
LCL-1308	BT-474	Cell Line	CMT_MGH;HMS_LINCS;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay;Fluorescence imaging cell count assay	breast	invasive ductal carcinoma	Binding;Imaging
LCL-1693	IHH-4	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	papillary thyroid carcinoma	Imaging
LCL-1124	Toledo	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1812	NCI-H1876	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1509	MES-SA	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	uterine cancer	Imaging
LCL-1993	NB16	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1749	PSN1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1206	HSC-2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	oral cavity cancer	Imaging
LCL-1272	GAK	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-2094	BCWM.1	Cell Line	HMS_LINCS	KiNativ kinase-small molecule binding assay	blood	lymphoplasmacytic lymphoma	Binding
LCL-1505	KLE	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	uterus	endometrial carcinoma	Imaging
LCL-1225	SCC-9	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	squamous cell carcinoma	Imaging
LCL-1734	DAN-G	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1275	LB373-MEL-D	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1468	MDA-MB-361	Cell Line	HMS_LINCS;CMT_MGH;HMS_LINCS	Fluorescence imaging cell count assay;Fluorescence imaging cell growth inhibition assay;Fluorescence imaging protein state assay;ELISA protein state assay	breast	adenocarcinoma	Imaging;Binding
LCL-1020	P12-Ichikawa	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1826	COR-L51	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1252	Mel JuSo	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1964	CHP-212	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	nervous system	neuroblastoma	Imaging
LCL-1610	NCI-H1435	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	adenocarcinoma	Imaging
LCL-1191	HCC2998	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	intestine	colon carcinoma	Imaging
LCL-1030	Jurkat E6.1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute T cell leukemia	Imaging
LCL-1033	CEM-ON	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1643	NCI-H1781	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1633	NCI-H1651	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging apoptosis assay;Fluorescence imaging cell cycle state assay	lung	lung adenocarcinoma	Imaging
LCL-1897	ECC10	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	stomach	stomach carcinoma	Imaging
LCL-1868	IST-SL1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2035	GA-10 clone 20	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	Burkitts lymphoma	Imaging
LCL-1873	Lu-165	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1638	NCI-H1573	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1639	NCI-H1623	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung adenocarcinoma	Imaging
LCL-1935	SNU-423	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	liver	hepatocellular carcinoma	Imaging
LCL-1573	BB30-HNC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	head and neck	esophagus squamous cell carcinoma	Imaging
LCL-1678	FTC-238	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	thyroid	follicular thyroid carcinoma	Imaging
LCL-1775	KMRC-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal clear cell carcinoma	Imaging
LCL-1552	KYSE-270	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	esophagus	esophagus squamous cell carcinoma	Imaging
LCL-2096	HeLa ICRP	Cell Line	HMS_LINCS	Fluorescence imaging apoptosis assay	cervix	cervical adenocarcinoma	Imaging
LCL-1036	DND-41	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	blood	acute lymphocytic leukemia	Imaging
LCL-1719	SW1710	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	urinary bladder	bladder carcinoma	Imaging
LCL-1389	SF268	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1872	Lu-139	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-2122	MCF 10A F3aN400S294A/S344A-Venus-P2A-NLS-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging protein state assay	breast		Imaging
LCL-2120	184A1 F3aN400-Venus NLS-mCherry	Cell Line	HMS_LINCS	Fluorescence imaging protein state assay	breast		Imaging
LCL-1328	HCC2218	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	invasive ductal carcinoma	Imaging
LCL-1743	Panc 10.05	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	pancreas	pancreas adenocarcinoma	Imaging
LCL-1919	SUP-M2	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1129	SR	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lymphatic system	non-Hodgkin lymphoma	Imaging
LCL-1582	NCI-H1703	Cell Line	CMT_MGH;HMS_LINCS	Fluorescence imaging cell growth inhibition assay;Fluorescence imaging cell cycle state assay	lung	lung squamous cell carcinoma	Imaging
LCL-1513	Hs 588.T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	cervix	cervical adenocarcinoma	Imaging
LCL-1313	Evsa-T	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	breast	carcinoma	Imaging
LCL-1358	U-118MG	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1625	NCI-H1770	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	non-small cell lung carcinoma	Imaging
LCL-1266	SK-MEL-3	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	skin	melanoma	Imaging
LCL-1369	CAS-1	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	brain	glioblastoma	Imaging
LCL-1764	HA7-RCC	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	kidney	renal cell carcinoma	Imaging
LCL-1824	SW1271	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
LCL-1810	NCI-H1048	Cell Line	CMT_MGH	Fluorescence imaging cell growth inhibition assay	lung	lung small cell carcinoma	Imaging
